name,Type,Region,Zone
HurricaneCityPwr2,Other,PAUT,WECC
HurricaneCityPwr3,Other,PAUT,WECC
HurricaneCityPwr4,Gas CT,PAUT,WECC
HurricaneCityPwr5,Gas CT,PAUT,WECC
HurricaneCityPwr6,Gas CT,PAUT,WECC
HurricaneCityPwr7,Gas CT,PAUT,WECC
HurricaneCityPwr8,Gas CT,PAUT,WECC
HurricaneCityPwr9,Gas CT,PAUT,WECC
HutchinsnCreek1,Hydro,PSEI,WECC
HWilsonSundtGT1,Gas CT,TEPC,WECC
HWilsonSundtGT2,Gas CT,TEPC,WECC
HWilsonSundtST1,Other,TEPC,WECC
HWilsonSundtST2,Other,TEPC,WECC
HWilsonSundtST3,Other,TEPC,WECC
HWilsonSundtST4,Coal,TEPC,WECC
Hyder_Solar_PV1,PV,AZPS,WECC
Hyder_Solar_PV2,PV,AZPS,WECC
Hystad_Creek_1,Hydro,BCHA,WECC
Hystad_Creek_2,Hydro,BCHA,WECC
IBM_COTTLE_1,Gas CT,CIPV,WECC
Ice_Harbor_1,Hydro,BPAT,WECC
Ice_Harbor_2,Hydro,BPAT,WECC
Ice_Harbor_3,Hydro,BPAT,WECC
Ice_Harbor_4,Hydro,BPAT,WECC
Ice_Harbor_5,Hydro,BPAT,WECC
Ice_Harbor_6,Hydro,BPAT,WECC
Idylwilde_1,Hydro,PSCO,WECC
Idylwilde_2,Hydro,PSCO,WECC
Ignacio_QF,Wind,CIPV,WECC
IID_Drop_2_1,Hydro,IID,WECC
IID_Drop_2_2,Hydro,IID,WECC
IID_Drop_3_1,Hydro,IID,WECC
IID_Drop_3_2,Hydro,IID,WECC
IID_Drop_4_1,Hydro,IID,WECC
IID_Drop_4_2,Hydro,IID,WECC
IID_Drop_5_1,Hydro,IID,WECC
IID_Drop_5_2,Hydro,IID,WECC
IID_Drop1-1,Hydro,IID,WECC
IID_PVF_21007,PV,IID,WECC
IID_PVF_21038,PV,IID,WECC
IID_PVF_21076,PV,IID,WECC
IID_PVF_21918,PV,IID,WECC
IID_PVR_21007,RPV,IID,WECC
IID_PVR_21076,RPV,IID,WECC
IID_PVT_21007,PV,IID,WECC
IID_PVT_21025,PV,IID,WECC
IID_PVT_21038,PV,IID,WECC
IID_PVT_21076,PV,IID,WECC
IIDDrop1-2,Hydro,IID,WECC
IIDDrop1-3,Hydro,IID,WECC
ImpOilKearlOilSands,Gas CT,AESO,WECC
ImpSolarECSouth,PV,CISD,WECC
ImpValleySolar1-2,PV,IID,WECC
Ina_Road_Waste,PV,TEPC,WECC
IndianValley,Hydro,CIPV,WECC
Indigo1,Gas CT,CISC,WECC
Indigo2,Gas CT,CISC,WECC
Indigo3,Gas CT,CISC,WECC
IndustryMtroLnk,PV,CISC,WECC
InlandEmpireEC1,Gas CC,CISC,WECC
InlandEmpireEC2,Gas CC,CISC,WECC
Inskip_1,Hydro,CIPV,WECC
IntakePump1,Other,CISC,WECC
IntakePump2,Other,CISC,WECC
IntakePump3,Other,CISC,WECC
IntakePump4,Other,CISC,WECC
IntakePump5,Other,CISC,WECC
IntakePump6,Other,CISC,WECC
IntakePump7,Other,CISC,WECC
IntakePump8,Other,CISC,WECC
IntercontPulp,Biomass,BCHA,WECC
Interlakes_1,Hydro,AESO,WECC
Intermountain1,Coal,PAUT,WECC
Intermountain2,Coal,PAUT,WECC
IP_Springfield4,Biomass,BPAT,WECC
IronMountainPump1,Other,CISC,WECC
IronMountainPump2,Other,CISC,WECC
IronMountainPump3,Other,CISC,WECC
IronMountainPump4,Other,CISC,WECC
IronMountainPump5,Other,CISC,WECC
IronMountainPump6,Other,CISC,WECC
IronMountainPump7,Other,CISC,WECC
IronMountainPump8,Other,CISC,WECC
IronMountainPump9,Other,CISC,WECC
Irrican,Hydro,AESO,WECC
IsabellaHydroGEN1,Hydro,CISC,WECC
IsabellaHydroGEN2,Hydro,CISC,WECC
Ivanpah1ST1,CSP,CISC,WECC
Ivanpah2ST1,CSP,CISC,WECC
Ivanpah3ST1,CSP,CISC,WECC
JacksonValley,Coal,CIPV,WECC
James_B_Black_1,Hydro,CIPV,WECC
James_B_Black_2,Hydro,CIPV,WECC
Jamie_Creek_1,Hydro,BCHA,WECC
Jamie_Creek_2,Hydro,BCHA,WECC
Jaybird_H1,Hydro,BANC,WECC
Jaybird_H2,Hydro,BANC,WECC
JeffrsnSmrftCC-Total,Gas CC,CIPB,WECC
JerseyValley1,Geothermal,SPPC,WECC
JerseyValley2,Geothermal,SPPC,WECC
JHindPump1,Other,CISC,WECC
JHindPump2,Other,CISC,WECC
JHindPump3,Other,CISC,WECC
JHindPump4,Other,CISC,WECC
JHindPump5,Other,CISC,WECC
JHindPump6,Other,CISC,WECC
JHindPump7,Other,CISC,WECC
JHindPump8,Other,CISC,WECC
JHindPump9,Other,CISC,WECC
Jim_Bridger_1,Coal,PAWY,WECC
Jim_Bridger_2,Coal,PAWY,WECC
Jim_Bridger_3,Coal,PAWY,WECC
Jim_Bridger_4,Coal,PAWY,WECC
Jim_Knight_1,Hydro,IPMV,WECC
JimmieCreek1,Hydro,BCHA,WECC
JimmieCreek2,Hydro,BCHA,WECC
JMShaferCC1-Total,Gas CC,PSCO,WECC
JMShaferCC2-Total,Gas CC,PSCO,WECC
JohnDay01,Hydro,BPAT,WECC
JohnDay02,Hydro,BPAT,WECC
JohnDay03,Hydro,BPAT,WECC
JohnDay04,Hydro,BPAT,WECC
JohnDay05,Hydro,BPAT,WECC
JohnDay06,Hydro,BPAT,WECC
JohnDay07,Hydro,BPAT,WECC
JohnDay08,Hydro,BPAT,WECC
JohnDay09,Hydro,BPAT,WECC
JohnDay10,Hydro,BPAT,WECC
JohnDay11,Hydro,BPAT,WECC
JohnDay12,Hydro,BPAT,WECC
JohnDay13,Hydro,BPAT,WECC
JohnDay14,Hydro,BPAT,WECC
JohnDay15,Hydro,BPAT,WECC
JohnDay16,Hydro,BPAT,WECC
JohnFeathrstone,Geothermal,IID,WECC
JohnHart1_Exp,Hydro,BCHA,WECC
JohnHart2_Exp,Hydro,BCHA,WECC
JohnHart3_Exp,Hydro,BCHA,WECC
Jones_Fork,Hydro,BANC,WECC
Jordan_River,Hydro,BCHA,WECC
JSEastwoodPS,Storage,CISC,WECC
JSEastwoodPSInflowHY,Storage,CISC,WECC
Judge_F_Carr_1,Hydro,BANC,WECC
Judge_F_Carr_2,Hydro,BANC,WECC
Judith_Gap,Wind,NWMT,WECC
JuniperCanyon1,Wind,BPAT,WECC
JuwiSolarInc,PV,EPE,WECC
K_Road_Moapa,PV,NEVP,WECC
K_Road_Modesto,PV,BANC,WECC
KamloopsGreen1,Biomass,BCHA,WECC
KamloopsGreen2,Biomass,BCHA,WECC
KamloopsGreen3,Biomass,BCHA,WECC
Kanaka_KAN1,Hydro,CIPV,WECC
Kananaskis1_1,Hydro,AESO,WECC
Kananaskis2_HY2,Hydro,AESO,WECC
Kananaskis3_HY3,Hydro,AESO,WECC
KansasSouth,PV,CIPV,WECC
KaselWitherpoonCoLS1,Hydro,IPMV,WECC
KaselWitherpoonCoLS2,Hydro,IPMV,WECC
KaselWitherpoonCoLS3,Hydro,IPMV,WECC
KaselWitherpoonCoLS4,Hydro,IPMV,WECC
KaselWitherpoonCoLS5,Hydro,IPMV,WECC
KaselWitherpoonCoUE5,Hydro,IPMV,WECC
KaselWitherpoonCoUW1,Hydro,IPMV,WECC
KaselWitherpoonCoUW2,Hydro,IPMV,WECC
KaselWitherpoonCoUW3,Hydro,IPMV,WECC
KaselWitherpoonCoUW4,Hydro,IPMV,WECC
Kaweah1,Hydro,CISC,WECC
Kaweah2,Hydro,CISC,WECC
Kaweah3-1,Hydro,CISC,WECC
Kaweah3-2,Hydro,CISC,WECC
Keephills1_Exp,Coal,AESO,WECC
Keephills2_Exp,Coal,AESO,WECC
Keephills3_1,Coal,AESO,WECC
Kekawaka,Hydro,CIPV,WECC
Keller_Canyon1,Biomass,CIPV,WECC
Keller_Canyon2,Biomass,CIPV,WECC
Kelly_Ridge_1,Hydro,CIPV,WECC
Kemano_1,Hydro,BCHA,WECC
Kemano_2,Hydro,BCHA,WECC
Kemano_3,Hydro,BCHA,WECC
Kerckhoff_2_1,Hydro,CIPV,WECC
Kerckhoff_H1,Hydro,CIPV,WECC
Kerckhoff_H2,Hydro,CIPV,WECC
Kerckhoff_H3,Hydro,CIPV,WECC
Kern_Canyon_1,Hydro,CIPV,WECC
Kern_Front_KF1,CHP-QF,CIPV,WECC
Kern_Front_KF2,Gas CT,CIPV,WECC
KernRiver1_1,Hydro,CIPV,WECC
KernRiver1-2,Hydro,CISC,WECC
KernRiver1-3,Hydro,CISC,WECC
KernRiver1-4,Hydro,CISC,WECC
KernRiver3_1,Hydro,CIPV,WECC
KernRiver3_2,Hydro,CIPV,WECC
KernRiverCgn1,CHP-QF,CISC,WECC
KernRiverCgn2,CHP-QF,CISC,WECC
KernRiverCgn3,CHP-QF,CISC,WECC
KernRiverCgn4,CHP-QF,CISC,WECC
Kerr_KER1,Hydro,NWMT,WECC
Kerr_KER2,Hydro,NWMT,WECC
Kerr_KER3,Hydro,NWMT,WECC
Keswick_1,Hydro,BANC,WECC
Keswick_2,Hydro,BANC,WECC
Keswick_3,Hydro,BANC,WECC
KettleFalls1,Biomass,AVA,WECC
KettleFalls2,Gas CT,AVA,WECC
KettlesHills2_1,Wind,AESO,WECC
KettlesHills2_2,Wind,AESO,WECC
KettlesHills2_3,Wind,AESO,WECC
KettlesHills2_4,Wind,AESO,WECC
KettlesHills3_1,Wind,AESO,WECC
KettlesHills3_2,Wind,AESO,WECC
KettlesHills3_3,Wind,AESO,WECC
KettlesHills3_4,Wind,AESO,WECC
KettlesHills3_5,Wind,AESO,WECC
KettlesHills3_6,Wind,AESO,WECC
Kiara_Anderson,Biomass,CIPV,WECC
Kiefer2_1,Biomass,CIPB,WECC
Kiefer2_2,Biomass,CIPB,WECC
KieferLandfillA,Biomass,BANC,WECC
KieferLandfillB,Biomass,BANC,WECC
KieferLandfillC,Biomass,BANC,WECC
Kilarc_1,Hydro,CIPV,WECC
Kilarc_2,Hydro,CIPV,WECC
Kimberlina_PV,CSP,CIPV,WECC
KingCityCC-Total,CHP-QF,CIPV,WECC
KingCityPeaking,Gas CT,CIPV,WECC
Kingman,Wind,TEPC,WECC
Kings_Estate,PV,BPAT,WECC
KingsburgCgnCC-Total,CHP-QF,CIPV,WECC
KingsRiverGT1,Gas CT,CIPV,WECC
KingsRiverGT2,Gas CT,CIPV,WECC
KingsRiverHY,Hydro,CISC,WECC
Kit_Carson_Wind,Wind,WACM,WECC
KlamathCC-Total,Gas CC,BPAT,WECC
KlamathCogenCC-Total,Gas CC,BPAT,WECC
KlamathExpGT1,Gas CT,BPAT,WECC
KlamathExpGT2,Gas CT,BPAT,WECC
KlamathExpGT3,Gas CT,BPAT,WECC
KlamathExpGT4,Gas CT,BPAT,WECC
KlondikeWind1,Wind,BPAT,WECC
KlondikeWind2,Wind,BPAT,WECC
KlondikeWind3_1,Wind,BPAT,WECC
KlondikeWind3_2,Wind,BPAT,WECC
Kohler_Hydro_1,Hydro,PSCO,WECC
Kohler_Hydro_2,Hydro,PSCO,WECC
Kokish_River_1,Hydro,BCHA,WECC
Kokish_River_2,Hydro,BCHA,WECC
Kokish_River_3,Hydro,BCHA,WECC
Koma_Kulshan,Hydro,PSEI,WECC
KookipiCreek1,Hydro,BCHA,WECC
KootenayCanal1,Hydro,BCHA,WECC
KootenayCanal2,Hydro,BCHA,WECC
KootenayCanal3,Hydro,BCHA,WECC
KootenayCanal4,Hydro,BCHA,WECC
Kortes_1,Hydro,WACM,WECC
Kortes_2,Hydro,WACM,WECC
Kortes_3,Hydro,WACM,WECC
Koyle_Ranch,Hydro,IPMV,WECC
KUCC-1,Coal,PAUT,WECC
KUCC-2,Coal,PAUT,WECC
KUCC-3,Coal,PAUT,WECC
KUCC-4,Coal,PAUT,WECC
KumeyaayWind,Wind,CISD,WECC
KwoiekCreek1,Hydro,BCHA,WECC
KwoiekCreek2,Hydro,BCHA,WECC
KwoiekCreek3,Hydro,BCHA,WECC
KwoiekCreek4,Hydro,BCHA,WECC
KyoceraInternational,Steam,CISD,WECC
Kyrene1,Other,SRP,WECC
Kyrene2,Other,SRP,WECC
Kyrene4,Gas CT,SRP,WECC
Kyrene5,Gas CT,SRP,WECC
Kyrene6,Gas CT,SRP,WECC
Kyrene7CC-Total,Gas CC,SRP,WECC
L_Bonnington_1,Hydro,BCHA,WECC
L_Bonnington_2,Hydro,BCHA,WECC
L_Bonnington_3,Hydro,BCHA,WECC
La_Grange_1,Hydro,TIDC,WECC
La_Grange_2,Hydro,TIDC,WECC
La_Joie_1,Hydro,BCHA,WECC
La_Senita_1,PV,TEPC,WECC
LA_Wilmington2,CHP-QF,LDWP,WECC
Ladore_Falls_1,Hydro,BCHA,WECC
Ladore_Falls_2,Hydro,BCHA,WECC
LaGrande_1,Hydro,TPWR,WECC
LaGrande_2,Hydro,TPWR,WECC
LaGrande_3,Hydro,TPWR,WECC
LaGrande_4,Hydro,TPWR,WECC
LaGrande_5,Hydro,TPWR,WECC
LagunaBelle_Agg,Biomass,CISC,WECC
Lahontan_1,Hydro,SPPC,WECC
Lahontan_2,Hydro,SPPC,WECC
Lahontan_3,Hydro,SPPC,WECC
LaJoyaDelSol,PV,CIPV,WECC
Lake_L1,Gas CT,LDWP,WECC
LakeCreek_BPA1,Hydro,BPAT,WECC
LakeCreek_BPA2,Hydro,BPAT,WECC
LakeHodges1,Storage,CISD,WECC
LakeHodges2,Storage,CISD,WECC
LakeMathews,Hydro,CISC,WECC
LakeMendocino,Hydro,CIPV,WECC
LakeSide2CC-Total,Gas CC,PAUT,WECC
LakeSideCC-Total,Gas CC,PAUT,WECC
Lakewood_Hydro,Hydro,PSCO,WECC
LaLuzEnergyCenter1,Gas CT,PNM,WECC
LaLuzEnergyCenter2,Gas CT,PNM,WECC
Lamar_Plant_4,Coal,PSCO,WECC
Lamar_Plant_6,Coal,PSCO,WECC
Lamar_Plant_T1,Wind,PSCO,WECC
Lamar_Plant_T2,Wind,PSCO,WECC
Lamar_Plant_T3,Wind,PSCO,WECC
Lamar_Plant_T4,Wind,PSCO,WECC
Lambie_EC,Gas CT,CIPV,WECC
LamontUprStave1,Hydro,BCHA,WECC
LamontUprStave2,Hydro,BCHA,WECC
Landfill1_NEDO,PV,PNM,WECC
Landfill2_PPA,PV,PNM,WECC
Lange,Gas CT,WACM,WECC
LangleyGulchCC-Total,Gas CC,IPTV,WECC
LANL_TA_3_1,Other,PNM,WECC
LANL_TA_3_2,Other,PNM,WECC
LANL_TA_3_3,Other,PNM,WECC
LANL_TA_3_GT1,Gas CT,PNM,WECC
LaPaloma1,Gas CC,CIPV,WECC
LaPaloma2,Gas CC,CIPV,WECC
LaPaloma3,Gas CC,CIPV,WECC
LaPaloma4,Gas CC,CIPV,WECC
LaramieRiver2,Coal,WACM,WECC
LaramieRiver3,Coal,WACM,WECC
Larkspur1,Gas CT,CISD,WECC
Larkspur2,Gas CT,CISD,WECC
LaRosita1CC-Total,Gas CC,CFE,WECC
LaRosita2CC-Total,Gas CC,CISD,WECC
Lassen_QF,Coal,CIPV,WECC
Lassen1,CHP-QF,CIPV,WECC
LasVegasCg1CC-Total,Gas CC,NEVP,WECC
LasVegasCg2CC1-Total,Gas CC,NEVP,WECC
LasVegasCg2CC2-Total,Gas CC,NEVP,WECC
LasVegasSolarEC,PV,PNM,WECC
LateralVentures,Hydro,IPMV,WECC
LDWP_PVF_26041,PV,LDWP,WECC
LDWP_PVR_26013,RPV,LDWP,WECC
LDWP_PVR_26025,RPV,LDWP,WECC
LDWP_PVR_26063,RPV,LDWP,WECC
LDWP_PVR_26066,RPV,LDWP,WECC
LDWP_PVR_26068,RPV,LDWP,WECC
LDWP_PVR_26070,RPV,LDWP,WECC
LDWP_PVR_26078,RPV,LDWP,WECC
LDWP_PVR_26081,RPV,LDWP,WECC
LDWP_PVR_26082,RPV,LDWP,WECC
LDWP_PVR_26086,RPV,LDWP,WECC
LDWP_PVR_26087,RPV,LDWP,WECC
LDWP_PVR_26093,RPV,LDWP,WECC
LDWP_PVR_26103,RPV,LDWP,WECC
LDWP_PVR_27031,RPV,LDWP,WECC
LDWP_PVT_26003,PV,LDWP,WECC
LDWP_PVT_26104,PV,LDWP,WECC
Leaburg_1,Hydro,BPAT,WECC
Leaburg_2,Hydro,BPAT,WECC
LeaningJunipr1,Wind,BPAT,WECC
LeaningJunipr2A,Wind,BPAT,WECC
LeaningJunipr2B,Wind,BPAT,WECC
LeaningJunipr3,Wind,BPAT,WECC
Lemolo_2_1,Hydro,PACW,WECC
Lemolo1-1,Hydro,PACW,WECC
Lemoyne_1,Hydro,IPMV,WECC
Lethbridge_EC,Gas CT,AESO,WECC
Lewiston_1,Hydro,CIPV,WECC
Libby_1,Hydro,BPAT,WECC
Libby_2,Hydro,BPAT,WECC
Libby_3,Hydro,BPAT,WECC
Libby_4,Hydro,BPAT,WECC
Libby_5,Hydro,BPAT,WECC
LimeSaddle1,Hydro,CIPV,WECC
LimeSaddle2,Hydro,CIPV,WECC
LimeWind,Wind,IPTV,WECC
Limon1,Gas CT,WACM,WECC
Limon2,Gas CT,WACM,WECC
LimonWind1,Wind,PSCO,WECC
LimonWind2,Wind,PSCO,WECC
Lincoln4,Biomass,CIPV,WECC
LincolnLF1,Biomass,CIPV,WECC
LincolnLF2,Biomass,CIPV,WECC
LincolnLF3,Biomass,CIPV,WECC
LincolnLF4,Biomass,CIPV,WECC
LincolnLF5,Biomass,CIPV,WECC
LincolnLF6,Biomass,CIPV,WECC
LindenWind,Wind,BPAT,WECC
LindeWilmingtn1,CHP-QF,LDWP,WECC
Lithehipe_Agg,Gas CT,CISC,WECC
Little_Falls_1,Hydro,AVA,WECC
Little_Falls_2,Hydro,AVA,WECC
Little_Falls_3,Hydro,AVA,WECC
Little_Falls_4,Hydro,AVA,WECC
Little_Goose_1,Hydro,BPAT,WECC
Little_Goose_2,Hydro,BPAT,WECC
Little_Goose_3,Hydro,BPAT,WECC
Little_Goose_4,Hydro,BPAT,WECC
Little_Goose_5,Hydro,BPAT,WECC
Little_Goose_6,Hydro,BPAT,WECC
LittleMac1,Hydro,IPMV,WECC
LittleMac2,Hydro,IPMV,WECC
LittleMac3,Hydro,IPMV,WECC
LittleMac4,Hydro,IPMV,WECC
LittlewoodArksh,Hydro,IPMV,WECC
LittleWoodHydro,Hydro,IPMV,WECC
LiveOakCogen,CHP-QF,CIPV,WECC
Lockwood1,Biomass,SPPC,WECC
Lockwood2,Biomass,SPPC,WECC
Lodi_1,Gas CT,CIPV,WECC
LodiEnergyCC-Total,Gas CC,CIPV,WECC
LodiSTIG,Gas CT,CIPV,WECC
Log_Creek_1,Hydro,BCHA,WECC
LoganCity1,Gas CT,PAUT,WECC
LoganCity2,Gas CT,PAUT,WECC
LoganCity3,Gas CT,PAUT,WECC
LoganWind,Wind,PSCO,WECC
LomaLindaCC-Total,Gas CC,CISC,WECC
Long_Lake_1,Hydro,AVA,WECC
Long_Lake_2,Hydro,AVA,WECC
Long_Lake_3,Hydro,AVA,WECC
Long_Lake_4,Hydro,AVA,WECC
LongBeach_GT1,Gas CT,CISC,WECC
LongBeach_GT2,Gas CT,CISC,WECC
LongBeach_GT3,Gas CT,CISC,WECC
LongBeach_GT4,Gas CT,CISC,WECC
LongLake1,Hydro,BCHA,WECC
LongLake2,Hydro,BCHA,WECC
LONGLAKEG1-2,Gas CT,AESO,WECC
LONGLAKEG2_1,Gas CT,AESO,WECC
LONGLAKEGT3_1,Gas CT,AESO,WECC
LONGLAKEGT4_1,Gas CT,AESO,WECC
Longmont_1,Hydro,PSCO,WECC
Longmont_2,Hydro,PSCO,WECC
LongviewFibre4,Biomass,BPAT,WECC
LongviewFibre6,Biomass,BPAT,WECC
LongviewFibre7,Biomass,BPAT,WECC
Lookout_Point_1,Hydro,BPAT,WECC
Lookout_Point_2,Hydro,BPAT,WECC
Lookout_Point_3,Hydro,BPAT,WECC
Loon_Lake_H1,Hydro,BANC,WECC
Lopez_Canyon_1,Biomass,LDWP,WECC
Lordsburg1,Gas CT,PNM,WECC
Lordsburg2,Gas CT,PNM,WECC
LOS_BANOS_QF,Hydro,CIPV,WECC
LosAlamosPVSite1,PV,PNM,WECC
LosEsterosCC-Total,Gas CC,CIPB,WECC
LosLunasSolar1,PV,PNM,WECC
LosLunasSolar2,PV,PNM,WECC
LosMedanosCC-Total,Gas CC,CIPB,WECC
LostCreek_CA,Hydro,CIPV,WECC
LostCreek_OR1,Hydro,BPAT,WECC
LostCreek_OR2,Hydro,BPAT,WECC
LostHillsCogen4,Gas CT,CIPV,WECC
LostHillsCogen5,Gas CT,CIPV,WECC
LostHillsCogen6,Gas CT,CIPV,WECC
LOTTWWTP,Biomass,PSEI,WECC
Lowe1_1,Gas CT,AESO,WECC
Lower_Baker_3,Hydro,PSEI,WECC
Lower_Clowhom_1,Hydro,BCHA,WECC
Lower_Granite_1,Hydro,BPAT,WECC
Lower_Granite_2,Hydro,BPAT,WECC
Lower_Granite_3,Hydro,BPAT,WECC
Lower_Granite_4,Hydro,BPAT,WECC
Lower_Granite_5,Hydro,BPAT,WECC
Lower_Granite_6,Hydro,BPAT,WECC
Lower_Malad_1,Hydro,IPMV,WECC
Lower_Salmon_1,Hydro,IPMV,WECC
Lower_Salmon_2,Hydro,IPMV,WECC
Lower_Salmon_3,Hydro,IPMV,WECC
Lower_Salmon_4,Hydro,IPMV,WECC
LowerBaker4,Hydro,PSEI,WECC
LowerBear1,Hydro,BCHA,WECC
LowerBear2,Hydro,BCHA,WECC
LowerMonumentl1,Hydro,BPAT,WECC
LowerMonumentl2,Hydro,BPAT,WECC
LowerMonumentl3,Hydro,BPAT,WECC
LowerMonumentl4,Hydro,BPAT,WECC
LowerMonumentl5,Hydro,BPAT,WECC
LowerMonumentl6,Hydro,BPAT,WECC
LowerNo12,Hydro,BPAT,WECC
LowerNo21,Hydro,BPAT,WECC
LowGap_QF,Hydro,CIPV,WECC
LowLineMdwy2SoForks1,Hydro,IPMV,WECC
LowLineMdwy2SoForks2,Hydro,IPMV,WECC
LowLineMidway1,Hydro,IPTV,WECC
LowLineRapids,Hydro,IPMV,WECC
Loyalton_1,Biomass,SPPC,WECC
LSRW_DutchFlats,Wind,PSEI,WECC
LSRW_KuhlRidge,Wind,PSEI,WECC
LuckyPeak131,Hydro,IPTV,WECC
LuckyPeak132,Hydro,IPTV,WECC
LuckyPeak133,Hydro,IPTV,WECC
Luke_AFB,PV,AZPS,WECC
LunaCC-Total,Gas CC,PNM,WECC
Lund_Hill,Wind,BPAT,WECC
Lundy1,Hydro,CISC,WECC
Lundy2,Hydro,CISC,WECC
LytleCreek1,Hydro,CISC,WECC
LytleCreek2,Hydro,CISC,WECC
MachoSprings_PV,PV,EPE,WECC
MachoSprings_W,Wind,TEPC,WECC
MACKAY1_1,Gas CT,AESO,WECC
MacleodG1_1,Wind,AESO,WECC
MacleodG2_2,Wind,AESO,WECC
Madera_Pwr_1,Biomass,CIPV,WECC
Madison_MAD1,Hydro,NWMT,WECC
Madison_MAD2,Hydro,NWMT,WECC
Madison_MAD3,Hydro,NWMT,WECC
Madison_MAD4,Hydro,NWMT,WECC
MagicDam1,Hydro,IPMV,WECC
MagicDam2,Hydro,IPMV,WECC
MagicDam3,Hydro,IPMV,WECC
MagnoliaCC-Total,Gas CC,LDWP,WECC
Magrath,Wind,AESO,WECC
MAHKESESG1_1,Gas CT,AESO,WECC
MAHKESESG2_2,Gas CT,AESO,WECC
MainCanal,Hydro,TPWR,WECC
MainlineWind,Wind,IPTV,WECC
Malad_River_1,Hydro,IPMV,WECC
MalburgCC-Total,Gas CC,CISC,WECC
MammothPool1,Hydro,CISC,WECC
MammothPool2,Hydro,CISC,WECC
Mamquam_1,Hydro,BCHA,WECC
Mamquam_2,Hydro,BCHA,WECC
MamthPacfc1_1,Geothermal,CISC,WECC
MamthPacfc1-2,Geothermal,CISC,WECC
MamthPacfc2_1,Geothermal,CISC,WECC
MamthPacfc2_2,Geothermal,CISC,WECC
MamthPacfc2_3,Geothermal,CISC,WECC
MamthPacfc2_T1,Geothermal,CISC,WECC
MamthPacfc2_T2,Geothermal,CISC,WECC
MamthPacfc2_T3,Geothermal,CISC,WECC
MamthPoolFshwtr,Hydro,CISC,WECC
Manchief1,Gas CT,PSCO,WECC
Manchief2,Gas CT,PSCO,WECC
ManitouSprings1,Hydro,WACM,WECC
ManitouSprings2,Hydro,WACM,WECC
ManitouSprings3,Hydro,WACM,WECC
ManzanaWind,Wind,CISC,WECC
ManzanoSolar,PV,PNM,WECC
MarchPointCC-Total,Gas CC,PSEI,WECC
Marco_Ranch_1,Hydro,IPMV,WECC
Marco_Ranch_2,Hydro,IPMV,WECC
Marco_Ranch_3,Hydro,IPMV,WECC
Marco_Ranch_4,Hydro,IPMV,WECC
MarengoWind1,Wind,PACW,WECC
MarengoWind2,Wind,PACW,WECC
MarianiPackingSolar,PV,CIPV,WECC
Maricopa_Solar,PV,SRP,WECC
MarinaLandfillU1,Biomass,CIPV,WECC
MarinaLandfillU2,Biomass,CIPV,WECC
MarinaLandfillU3,Biomass,CIPV,WECC
MarinaLandfillU4,Biomass,CIPV,WECC
Marion_Inc,Biomass,PGE,WECC
Marion3_Creek,Hydro,BCHA,WECC
Mariposa1,Gas CT,CIPB,WECC
Mariposa2,Gas CT,CIPB,WECC
Mariposa3,Gas CT,CIPB,WECC
Mariposa4,Gas CT,CIPB,WECC
MarshLanding1,Gas CT,CIPB,WECC
MarshLanding2,Gas CT,CIPB,WECC
MarshLanding3,Gas CT,CIPB,WECC
MarshLanding4,Gas CT,CIPB,WECC
Martin_Drake_5,Coal,WACM,WECC
Martin_Drake_6,Coal,WACM,WECC
Martin_Drake_7,Coal,WACM,WECC
MartinezCC-Total,Gas CC,CIPB,WECC
MartinezRegen,Steam,CIPB,WECC
Marys_Lake_1,Hydro,WACM,WECC
Maxim_Burdett,Gas CT,AESO,WECC
Maxim_Coaldale,Gas CT,AESO,WECC
Maxim_FtMcLeod,Gas CT,AESO,WECC
Maxim_Taber,Gas CT,AESO,WECC
Maxwell_Hydro,Hydro,PSCO,WECC
Mayfield_41,Hydro,TPWR,WECC
Mayfield_42,Hydro,TPWR,WECC
Mayfield_43,Hydro,TPWR,WECC
Mayfield_44,Hydro,TPWR,WECC
McBride_Lake_1,Wind,AESO,WECC
McBride_Lake_2,Wind,AESO,WECC
McBride_Lake_3,Wind,AESO,WECC
McBride_Lake_4,Wind,AESO,WECC
McCall_QF,Hydro,CIPV,WECC
McClellan_1,Gas CT,BANC,WECC
McClure_1,Gas CT,BANC,WECC
McClure_2,Gas CT,BANC,WECC
McFaddenRidge,Wind,PAWY,WECC
McGinnessHills1,Geothermal,SPPC,WECC
McGinnessHills2,Geothermal,SPPC,WECC
McGinnessHills3,Geothermal,SPPC,WECC
McGrathPeaker,Gas CT,CISC,WECC
McKittrick_Ltd,CHP-QF,CIPV,WECC
McKittrick1_RP,Gas CT,CIPV,WECC
McKittrick2_RP,Gas CT,CIPV,WECC
McLymontCreek,Hydro,BCHA,WECC
McNair_Creek_1,Hydro,BCHA,WECC
McNary01,Hydro,BPAT,WECC
McNary02,Hydro,BPAT,WECC
McNary03,Hydro,BPAT,WECC
McNary04,Hydro,BPAT,WECC
McNary05,Hydro,BPAT,WECC
McNary06,Hydro,BPAT,WECC
McNary07,Hydro,BPAT,WECC
McNary08,Hydro,BPAT,WECC
McNary09,Hydro,BPAT,WECC
McNary10,Hydro,BPAT,WECC
McNary11,Hydro,BPAT,WECC
McNary12,Hydro,BPAT,WECC
McNary13,Hydro,BPAT,WECC
McNary14,Hydro,BPAT,WECC
