name,TypeSpecific,Type,Region,Zone
NineCanyonWind3,WT-Onshore,Wind,BPAT,PNW
NineMile2Exp,Hydro_ZeroK,Hydro,AVA,PNW
NineMile3,Hydro_ZeroK,Hydro,AVA,PNW
NineMile4,Hydro_ZeroK,Hydro,AVA,PNW
NipponBiomass,Bio-ST,Biomass,BPAT,PNW
Nooksack,Hydro_FixedDispatch,Hydro,PSEI,PNW
NorColorado_GE,WT-Onshore,Wind,PSCO,COWY
NorColorado_SEM,WT-Onshore,Wind,PSCO,COWY
North_Loop_1,CT-NatGas-Aero,Gas CT,TEPC,AZ
North_Loop_2,CT-NatGas-Aero,Gas CT,TEPC,AZ
North_Loop_3,CT-NatGas-Aero,Gas CT,TEPC,AZ
North_Loop_4,CT-NatGas-Aero,Gas CT,TEPC,AZ
Northeast_1,CT-NatGas-Aero,Gas CT,AVA,PNW
Northeast_2,CT-NatGas-Aero,Gas CT,AVA,PNW
NorthFork_CO,Hydro_ZeroK,Hydro,PSCO,COWY
NorthFork_OR1,Hydro_ZeroK,Hydro,PGE,PNW
NorthFork_OR2,Hydro_ZeroK,Hydro,PGE,PNW
NorthHollywood1-1,Hydro_ZeroK,Hydro,LDWP,CA
NorthHollywood1-2,Hydro_ZeroK,Hydro,LDWP,CA
NorthHollywood1-3,Hydro_ZeroK,Hydro,LDWP,CA
NorthHurlburt1,WT-Onshore,Wind,BPAT,PNW
NorthHurlburt2,WT-Onshore,Wind,BPAT,PNW
NorthIslandCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,CA
NorthPalmSprngs,SolarPV-NonTracking,PV,CISC,CA
NorthSkyRiver,WT-Onshore,Wind,CISC,CA
NorthValmy2,ST-Coal,Coal,SPPC,NV
NorthWind,WT-Onshore,Wind,CISC,CA
NotchButteGeoBon2,Hydro_ZeroK,Hydro,IPMV,PNW
NovaJoffreCC-Total,CCWhole-NatGas-Industrial,Gas CC,AESO,CAN
Noxon_Rapids_1,Hydro,Hydro,AVA,PNW
Noxon_Rapids_2,Hydro,Hydro,AVA,PNW
Noxon_Rapids_3,Hydro,Hydro,AVA,PNW
Noxon_Rapids_4,Hydro,Hydro,AVA,PNW
Noxon_Rapids_5,Hydro,Hydro,AVA,PNW
NRGBorrego,SolarPV-NonTracking,PV,CISD,CA
NRG-EC-SanDiego,CT-NatGas-Aero,Gas CT,CISD,CA
NRGrnWndfallPwr,CT-NatGas-Industrial,Gas CT,AESO,CAN
NRGSolarRoadrunner,SolarPV-Tracking,PV,EPE,NM
NrthwdGreenPwr,Bio-ST,Biomass,BCHA,CAN
NTC-MCRD-CC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,CA
Nucla_1,ST-Coal,Coal,WACM,COWY
Nucla_2,ST-Coal,Coal,WACM,COWY
Nucla_3,ST-Coal,Coal,WACM,COWY
Nucla_ST4,ST-Coal,Coal,WACM,COWY
NW_StaveRiver1,Hydro_ZeroK,Hydro,BCHA,CAN
NW_StaveRiver2,Hydro_ZeroK,Hydro,BCHA,CAN
NW_StaveRiver3,Hydro_ZeroK,Hydro,BCHA,CAN
Oak_Flat_1,Hydro_ZeroK,Hydro,CIPV,CA
Oak_Grove_1,Hydro_ZeroK,Hydro,PGE,PNW
Oak_Grove_2,Hydro_ZeroK,Hydro,PGE,PNW
OakCreek1,WT-Onshore,Wind,CISC,CA
OakCreek2,WT-Onshore,Wind,CISC,CA
OakCreek3,WT-Onshore,Wind,CISC,CA
OakCreek4,WT-Onshore,Wind,CISC,CA
Oakland_Pwr1,CT-OilDistillate,Gas CT,CIPB,CA
Oakland_Pwr2,CT-OilDistillate,Gas CT,CIPB,CA
Oakland_Pwr3,CT-OilDistillate,Gas CT,CIPB,CA
OakleyCC-Total,CCWhole-NatGas-Industrial,Gas CC,CIPB,CA
Oasis_Wind_1,WT-Onshore,Wind,CISC,CA
Ocotillo_1,ST-NatGas,Other,AZPS,AZ
Ocotillo_2,ST-NatGas,Other,AZPS,AZ
Ocotillo_GT1,CT-NatGas-Industrial,Gas CT,AZPS,AZ
Ocotillo_GT2,CT-NatGas-Industrial,Gas CT,AZPS,AZ
Ocotillo_PV1,SolarPV-NonTracking,PV,AZPS,AZ
Ocotillo_PV2,SolarPV-NonTracking,PV,AZPS,AZ
Ocotillo_PVM,SolarPV-NonTracking,PV,AZPS,AZ
OcotilloExpress1,WT-Onshore,Wind,CISD,CA
OcotilloExpress2,WT-Onshore,Wind,CISD,CA
OcotilloSolProject,SolarPV-NonTracking,PV,CISD,CA
OgdenPwrPacific,Bio-ST,Biomass,CIPV,CA
Oildale_Energy,CT-NatGas-Aero,Gas CT,CIPV,CA
OilFields_QF,Hydro_FixedDispatch,Hydro,CIPV,CA
Oldman_2_2,Hydro_FixedDispatch,Hydro,AESO,CAN
Oldman1-1,Hydro_FixedDispatch,Hydro,AESO,CAN
OldManRiver,WT-Onshore,Wind,AESO,CAN
Olinda_LF1,Bio-ICE,Biomass,CISC,CA
Olinda_LF2,Bio-ICE,Biomass,CISC,CA
Olinda_LF3,Bio-ICE,Biomass,CISC,CA
OliphantRidge-1,WT-Onshore,Wind,BPAT,PNW
OliphantRidge-2,WT-Onshore,Wind,BPAT,PNW
Olive_O1,ST-NatGas,Other,LDWP,CA
Olive_O2,ST-NatGas,Other,LDWP,CA
OLSCamarilloCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,CA
OLSChinoCC-Total,CCWhole-NatGas-Industrial,CHP-QF,CISC,CA
Olsen_GEN1,Hydro_FixedDispatch,Hydro,CIPV,CA
Oneida_1,Hydro_ZeroK,Hydro,PAID,PNW
Oneida_2,Hydro_ZeroK,Hydro,PAID,PNW
Oneida_3,Hydro_ZeroK,Hydro,PAID,PNW
ONeill_1,PS-Hydro,Storage,CIPV,CA
ONeill_2,PS-Hydro,Storage,CIPV,CA
ONeill_3,PS-Hydro,Storage,CIPV,CA
ONeill_4,PS-Hydro,Storage,CIPV,CA
ONeill_5,PS-Hydro,Storage,CIPV,CA
ONeill_6,PS-Hydro,Storage,CIPV,CA
Ontario_RT,SolarPV-NonTracking,PV,CISC,CA
Ontario1_1,Hydro_FixedDispatch,Hydro,CISC,CA
Ontario1-2,Hydro_FixedDispatch,Hydro,CISC,CA
Ontario1-3,Hydro_FixedDispatch,Hydro,CISC,CA
Ontario2_1,Hydro_FixedDispatch,Hydro,CISC,CA
OrangeGrove1,CT-NatGas-Industrial,Gas CT,CISD,CA
OrangeGrove2,CT-NatGas-Industrial,Gas CT,CISD,CA
OregonTrail,WT-Onshore,Wind,IPMV,PNW
Ormesa_I_ITLU1,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_ITLU2,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE11,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE12,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE14,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE15,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE21,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE22,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE24,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE25,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE31,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_I_OE32,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE11,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE12,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE13,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE14,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE15,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE16,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE21,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE22,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE23,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE24,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE25,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa_IH_OE26,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa2_21,Geo-BinaryCycle,Geothermal,IID,CA
Ormesa2_22,Geo-BinaryCycle,Geothermal,IID,CA
Orodell_Hydro_1,Hydro_FixedDispatch,Hydro,PSCO,COWY
OrovilleCogen1,ICE-NatGas,Steam,CIPV,CA
OrovilleCogen2,ICE-NatGas,Steam,CIPV,CA
OrovilleCogen3,ICE-NatGas,Steam,CIPV,CA
OrovilleCogen4,ICE-NatGas,Steam,CIPV,CA
OrovilleCogen5,ICE-NatGas,Steam,CIPV,CA
OrovilleCogen6,ICE-NatGas,Steam,CIPV,CA
OrovilleCogen7,ICE-NatGas,Steam,CIPV,CA
Osage_1,ST-Coal,Coal,WACM,COWY
Osage_2,ST-Coal,Coal,WACM,COWY
Osage_3,ST-Coal,Coal,WACM,COWY
OsoPump1,MotorLoad,Other,CISC,CA
OsoPump2,MotorLoad,Other,CISC,CA
OsoPump3,MotorLoad,Other,CISC,CA
OsoPump4,MotorLoad,Other,CISC,CA
OsoPump5,MotorLoad,Other,CISC,CA
OsoPump6,MotorLoad,Other,CISC,CA
OsoPump7,MotorLoad,Other,CISC,CA
OsoPump8,MotorLoad,Other,CISC,CA
Ostrom_Road,Bio-ICE,Biomass,CIPV,CA
OtayLF1,Bio-ICE,Biomass,CISD,CA
OtayLF2,Bio-ICE,Biomass,CISD,CA
OtayLF3,Bio-ICE,Biomass,CISD,CA
OtayMesaCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,CA
OTCR-CIPB-Stor01,ES-2HR-Generic,Storage,CIPB,CA
OTCR-CIPB-Stor02,ES-4HR-Generic,Storage,CIPB,CA
OTCR-CIPB-Stor03,ES-6HR-Generic,Storage,CIPV,CA
OTCR-CIPB-Stor04,ES-2HR-Generic,Storage,CIPB,CA
OTCR-CIPB-Stor05,ES-4HR-Generic,Storage,CIPB,CA
OTCR-CIPB-Stor06,ES-6HR-Generic,Storage,CIPV,CA
OTCR-CIPB-Stor07,ES-2HR-Generic,Storage,CIPB,CA
OTCR-CIPB-Stor08,ES-4HR-Generic,Storage,CIPB,CA
OTCR-CIPV-Stor01,ES-2HR-Generic,Storage,CIPV,CA
OTCR-CIPV-Stor02,ES-4HR-Generic,Storage,CIPV,CA
OTCR-CIPV-Stor03,ES-6HR-Generic,Storage,CIPV,CA
OTCR-CIPV-Stor04,ES-2HR-Generic,Storage,CIPV,CA
OTCR-CIPV-Stor05,ES-4HR-Generic,Storage,CIPV,CA
OTCR-CIPV-Stor06,ES-6HR-Generic,Storage,CIPV,CA
OTCR-CIPV-Stor07,ES-2HR-Generic,Storage,CIPV,CA
OTCR-CIPV-Stor08,ES-4HR-Generic,Storage,CIPV,CA
OTCR-T1-4CISC-EE1,EE,Other,CISC,CA
OTCR-T1-4CISC-EE2,EE,Other,CISC,CA
OTCR-T1-4CISC-EE3,EE,Other,CISC,CA
OTCR-T1-4CISC-EE4,EE,Other,CISC,CA
OTCR-T1-4CISC-EE5,EE,Other,CISC,CA
OTCR-T1-4CISC-EE6,EE,Other,CISC,CA
OTCR-T1CISC-CT01,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT02,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT03,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT04,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT05,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT06,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT07,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT08,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT09,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT10,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT11,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-CT12,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T1CISC-Stor01,ES-Generic,Storage,CISC,CA
OTCR-T1CISC-Stor02,ES-Generic,Storage,CISC,CA
OTCR-T1CISC-Stor03,ES-Generic,Storage,CISC,CA
OTCR-T1CISC-Stor04,ES-Generic,Storage,CISC,CA
OTCR-T1CISC-Stor05,ES-Generic,Storage,CISC,CA
OTCR-T4CISC-CT1,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T4CISC-CT2,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T4CISC-CT3,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T4CISC-CT4,CT-NatGas-Aero,Gas CT,CISC,CA
OTCR-T4CISC-DGPV1,SolarPV-NonTracking,PV,CISC,CA
OTCR-T4CISC-DGPV2,SolarPV-NonTracking,PV,CISC,CA
OTCR-T4CISC-DGPV3,SolarPV-NonTracking,PV,CISC,CA
OTCR-T4CISC-DGPV4,SolarPV-NonTracking,PV,CISC,CA
OTCR-T4CISC-DGPV5,SolarPV-NonTracking,PV,CISC,CA
OTCR-T4CISC-DGPV6,SolarPV-NonTracking,PV,CISC,CA
OTCR-T4CISD-DGPV01,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV02,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV03,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV04,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV05,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV06,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV07,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV08,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV09,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-DGPV10,SolarPV-NonTracking,PV,CISD,CA
OTCR-T4CISD-EE01,EE,Other,CISD,CA
OTCR-T4CISD-EE02,EE,Other,CISD,CA
OTCR-T4CISD-EE03,EE,Other,CISD,CA
OTCR-T4CISD-EE04,EE,Other,CISD,CA
OTCR-T4CISD-EE05,EE,Other,CISD,CA
OTCR-T4CISD-EE06,EE,Other,CISD,CA
OTCR-T4CISD-EE07,EE,Other,CISD,CA
OTCR-T4CISD-EE08,EE,Other,CISD,CA
OTCR-T4CISD-EE09,EE,Other,CISD,CA
OTCR-T4CISD-EE10,EE,Other,CISD,CA
OTCR-T4CISD-Stor01,ES-6HR-Generic,Storage,CISD,CA
OTCR-T4CISD-Stor02,ES-2HR-Generic,Storage,CISD,CA
OteroCounty,SolarPV-NonTracking,PV,PNM,NM
OutbackChristms,SolarPV-NonTracking,PV,BPAT,PNW
OwyheeDam,Hydro_ZeroK,Hydro,IPTV,PNW
Ox_Mountain1,Bio-ICE,Biomass,CIPB,CA
Ox_Mountain2,Bio-ICE,Biomass,CIPB,CA
Ox_Mountain3,Bio-ICE,Biomass,CIPB,CA
Ox_Mountain4,Bio-ICE,Biomass,CIPB,CA
Ox_Mountain5,Bio-ICE,Biomass,CIPB,CA
Ox_Mountain6,Bio-ICE,Biomass,CIPB,CA
Ox_Mountain7,Bio-ICE,Biomass,CIPB,CA
Oxbow_(CA)_1,Hydro_FixedDispatch,Hydro,CIPV,CA
Oxbow_(OR)_1,Hydro,Hydro,IPTV,PNW
Oxbow_(OR)_2,Hydro,Hydro,IPTV,PNW
Oxbow_(OR)_3,Hydro,Hydro,IPTV,PNW
Oxbow_(OR)_4,Hydro,Hydro,IPTV,PNW
Oxnard_GEN2,CT-NatGas-Aero,CHP-QF,CISC,CA
OxnardPaperMill,CT-NatGas-Aero,Gas CT,CISC,CA
OxnardWWTreatment76,Bio-ICE,Biomass,CISC,CA
PACE_UT_PVF_65309,Utility Scale PV,PV,PAUT,UT
PACE_UT_PVT_65135,Utility Scale PV,PV,PAUT,UT
PACE_UT_PVT_67801,Utility Scale PV,PV,PAWY,COWY
PacificLumber1,Bio-ST,Biomass,CIPV,CA
PacificLumber2,Bio-ST,Biomass,CIPV,CA
PacificLumber3,Bio-ST,Biomass,CIPV,CA
PacificUltrapwr,Bio-ST,Biomass,CIPV,CA
PacificWind,WT-Onshore,Wind,CISC,CA
Packwood,Hydro_ZeroK,Hydro,BPAT,PNW
PACW_PVR_45183,Distributed PV,RPV,PACW,PNW
PACW_PVR_45239,Distributed PV,RPV,PACW,PNW
PACW_PVR_45317,Distributed PV,RPV,PACW,PNW
Palisades_1,Hydro_ZeroK,Hydro,PAID,PNW
Palisades_2,Hydro_ZeroK,Hydro,PAID,PNW
Palisades_3,Hydro_ZeroK,Hydro,PAID,PNW
Palisades_4,Hydro_ZeroK,Hydro,PAID,PNW
Palmdale,WT-Onshore,Wind,CISC,CA
Palo_Verde_1,ST-Nuclear,Nuclear,AZPS,AZ
Palo_Verde_2,ST-Nuclear,Nuclear,AZPS,AZ
Palo_Verde_3,ST-Nuclear,Nuclear,AZPS,AZ
Paloma_Solar,SolarPV-NonTracking,PV,AZPS,AZ
PalomarCC-Total,CCWhole-NatGas-Industrial,Gas CC,CISD,CA
PalomarMC,CT-NatGas-Aero,Gas CT,CISD,CA
PanocheEC1,CT-NatGas-Industrial,Gas CT,CIPV,CA
PanocheEC2,CT-NatGas-Industrial,Gas CT,CIPV,CA
PanocheEC3,CT-NatGas-Industrial,Gas CT,CIPV,CA
PanocheEC4,CT-NatGas-Industrial,Gas CT,CIPV,CA
PanochePeakerCT,CT-NatGas-Aero,Gas CT,CIPV,CA
PanPacificWebFlat,HydroRPS_FixedDispatch,Hydro,CIPV,CA
Pardee_1,Hydro_FixedDispatch,Hydro,CIPV,CA
Pardee_2,Hydro_FixedDispatch,Hydro,CIPV,CA
Pardee_3,Hydro_FixedDispatch,Hydro,CIPV,CA
Parker_1,Hydro_ZeroK,Hydro,CIPV,CA
Parker_Dam_1,Hydro_FixedDispatch,Hydro,WALC,AZ
Parker_Dam_2,Hydro_FixedDispatch,Hydro,WALC,AZ
Parker_Dam_3,Hydro_FixedDispatch,Hydro,WALC,AZ
Parker_Dam_4,Hydro_FixedDispatch,Hydro,WALC,AZ
ParnsusCntrlCC-Total,CCWhole-NatGas-Aero,Gas CC,CIPB,CA
ParqueEolico,WT-Onshore,Wind,CFE,MX
PastoriaCC1-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,CA
PastoriaCC2-Total,CCWhole-NatGas-Industrial,Gas CC,CISC,CA
Pathfinder_CAES,CAES,Storage,PAUT,UT
Pathfinder_CAES_Gas,CAES,Storage,PAUT,UT
Patterson_Wind,WT-Onshore,Wind,CIPV,CA
PattersonPass1,WT-Onshore,Wind,CIPB,CA
PattersonPass2,WT-Onshore,Wind,CIPV,CA
PattersonPass3,WT-Onshore,Wind,CIPV,CA
PattersonPass4,WT-Onshore,Wind,CIPV,CA
PaTu_Wind,WT-Onshore,Wind,BPAT,PNW
Patua1A1,Geo-BinaryCycle,Geothermal,SPPC,NV
Patua1A2,Geo-BinaryCycle,Geothermal,SPPC,NV
Patua1A3,Geo-BinaryCycle,Geothermal,SPPC,NV
Patua1A4,Geo-BinaryCycle,Geothermal,SPPC,NV
Patua1A5,Geo-BinaryCycle,Geothermal,SPPC,NV
Patua1A6,Geo-BinaryCycle,Geothermal,SPPC,NV
PAUL_SWEET_QF,Bio-ST,Biomass,CIPV,CA
Pawnee_1,ST-Coal,Coal,PSCO,COWY
PaynesFerry,WT-Onshore,Wind,IPMV,PNW
Payson_86_1,ICE-NatGas,Other,PAUT,UT
Payson_86_2,ICE-NatGas,Other,PAUT,UT
Payson_86_3,ICE-NatGas,Other,PAUT,UT
Payson_86_4,ICE-NatGas,Other,PAUT,UT
PdteJuarez05,ST-NatGas,Other,CFE,MX
PdteJuarez06,ST-NatGas,Other,CFE,MX
PdteJuarez07,CT-NatGas-Industrial,Gas CT,CFE,MX
PdteJuarez08,CCWhole-NatGas-SingleShaft,Gas CC,CFE,MX
PdteJuarez09,CCWhole-NatGas-SingleShaft,Gas CC,CFE,MX
PdteJuarezCC-Total,CCWhole-NatGas-Industrial,Gas CC,CFE,MX
PdteJuarezGT1,CT-NatGas-Industrial,Gas CT,CFE,MX
PdteJuarezGT2,CT-NatGas-Industrial,Gas CT,CFE,MX
Peace_Canyon_1,Hydro,Hydro,BCHA,CAN
Peace_Canyon_2,Hydro,Hydro,BCHA,CAN
Peace_Canyon_3,Hydro,Hydro,BCHA,CAN
Peace_Canyon_4,Hydro,Hydro,BCHA,CAN
PEARBMAP-1,MotorLoad,Other,CISC,CA
PEARBMAP-2,MotorLoad,Other,CISC,CA
PEARBMAP-3,MotorLoad,Other,CISC,CA
PEARBMBP-4,MotorLoad,Other,CISC,CA
PEARBMBP-5,MotorLoad,Other,CISC,CA
PEARBMBP-6,MotorLoad,Other,CISC,CA
PEARBMCP-7,MotorLoad,Other,CISC,CA
PEARBMCP-8,MotorLoad,Other,CISC,CA
PEARBMCP-9,MotorLoad,Other,CISC,CA
PebbleSprings,WT-Onshore,Wind,BPAT,PNW
PE-BerkeleyCC-Total,CCWhole-NatGas-Industrial,CHP-QF,CIPV,CA
PEC_Headworks_1,Hydro_ZeroK,Hydro,GCPD,PNW
PeetzTable1,WT-Onshore,Wind,PSCO,COWY
PeetzTable2,WT-Onshore,Wind,PSCO,COWY
Pelton_1,Hydro,Hydro,PGE,PNW
Pelton_2,Hydro,Hydro,PGE,PNW
Pelton_3,Hydro,Hydro,PGE,PNW
PembinaRedwater,CT-NatGas-Industrial,Gas CT,AESO,CAN
Penrose_LF,Bio-ST,Biomass,LDWP,CA
Perrin_Ranch,WT-Onshore,Wind,AZPS,AZ
Perris_1,Hydro_FixedDispatch,Hydro,CISC,CA
PGE_BAY_PVF_30020,Utility Scale PV,PV,CIPB,CA
PGE_BAY_PVR_30042,Distributed PV,RPV,CIPV,CA
PGE_BAY_PVR_30437,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30520,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30528,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30535,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30540,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30543,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30550,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30554,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30555,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30562,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30565,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30585,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30630,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30685,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30695,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30700,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30703,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30705,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30713,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30716,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30720,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30730,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30731,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_30733,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_35219,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVR_36893,Distributed PV,RPV,CIPB,CA
PGE_BAY_PVT_30324,Utility Scale PV,PV,CIPB,CA
PGE_BAY_PVT_30440,Utility Scale PV,PV,CIPB,CA
PGE_BAY_PVT_30503,Utility Scale PV,PV,CIPB,CA
PGE_BAY_PVT_30554,Utility Scale PV,PV,CIPB,CA
PGE_VLY_PVF_30042,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30489,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30520,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30655,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30705,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30760,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30860,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30905,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_30973,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVF_38600,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVR_30040,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30045,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30057,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30110,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30335,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30337,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30348,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30465,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30467,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30489,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30536,Distributed PV,RPV,CIPB,CA
PGE_VLY_PVR_30559,Distributed PV,RPV,CIPB,CA
PGE_VLY_PVR_30800,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30850,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30905,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30930,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30940,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVR_30945,Distributed PV,RPV,CIPV,CA
PGE_VLY_PVT_30055,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVT_30265,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVT_30345,Utility Scale PV,PV,CIPV,CA
PGE_VLY_PVT_30760,Utility Scale PV,PV,CIPV,CA
Phillips_Carbon,ST-Coal,Coal,CIPB,CA
Phillips_RodeoA,CT-NatGas-Aero,Gas CT,CIPB,CA
Phillips_RodeoB,CT-NatGas-Aero,Gas CT,CIPB,CA
Phillips_RodeoC,CT-NatGas-Aero,Gas CT,CIPB,CA
Phoenix_1,Hydro_ZeroK,Hydro,CIPV,CA
Phoenix_Wind,WT-Onshore,Wind,CISC,CA
PHP_2_2,Hydro_FixedDispatch,Hydro,PGE,PNW
PHP1-1,Hydro,Hydro,PGE,PNW
Pigeon_Cove_1,Hydro_FixedDispatch,Hydro,IPMV,PNW
Pilgrim_Stage,WT-Onshore,Wind,IPMV,PNW
Pilot_Knob_1,HydroRPS,Hydro,IID,CA
Pilot_Knob_2,HydroRPS,Hydro,IID,CA
Pine_Flat_1,Hydro,Hydro,CIPV,CA
Pine_Flat_2,Hydro,Hydro,CIPV,CA
Pine_Flat_3,Hydro,Hydro,CIPV,CA
PineTreeSolar,SolarPV-NonTracking,PV,LDWP,CA
PineTreeWind,WT-Onshore,Wind,LDWP,CA
Pingston_1,Hydro_ZeroK,Hydro,BCHA,CAN
Pingston_2,Hydro_ZeroK,Hydro,BCHA,CAN
Pingston_3,Hydro_ZeroK,Hydro,BCHA,CAN
PioPicoEnergyCenter1,CT-NatGas-Industrial,Gas CT,CISD,CA
PioPicoEnergyCenter2,CT-NatGas-Industrial,Gas CT,CISD,CA
